"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","2_18a_D1_PROKKA_07032020","2_18b_A4_PROKKA_07032020","2_18b_D1_PROKKA_07032020","2_18b_D3_PROKKA_07032020","3_18a_D6_PROKKA_07032020","3_18b_C5_PROKKA_07132020","3_18b_D5_PROKKA_07132020","3_18c_C3_PROKKA_07142020","O_acuminata_ref_PROKKA_04122021"
"group_13041","","hypothetical protein","1","1","1","1","12646","1","209","","209","209","209","","","","FIJMHGMP_05425","","","","",""
"group_13042","","hypothetical protein","1","1","1","1","12647","1","210","","137","137","137","","","","FIJMHGMP_05426","","","","",""
"group_13043","","hypothetical protein","1","1","1","1","12648","1","211","","122","122","122","","","","FIJMHGMP_05427","","","","",""
"group_13044","","hypothetical protein","1","1","1","1","12649","1","212","","146","146","146","","","","FIJMHGMP_05428","","","","",""
"group_13045","","hypothetical protein","1","1","1","1","12650","1","213","","1148","1148","1148","","","","FIJMHGMP_05429","","","","",""
"ycf3_19","","Photosystem I assembly protein Ycf3","1","1","1","1","12651","1","214","","4763","4763","4763","","","","FIJMHGMP_05430","","","","",""
"group_13047","","hypothetical protein","1","1","1","1","12654","1","216","","2405","2405","2405","","","","FIJMHGMP_05432","","","","",""
"group_13048","","hypothetical protein","1","1","1","1","12656","1","15","","113","113","113","","","","FIJMHGMP_05434","","","","",""
"group_13049","","hypothetical protein","1","1","1","1","12660","1","16","","3329","3329","3329","","","","FIJMHGMP_05436","","","","",""
"group_13050","","hypothetical protein","1","1","1","1","9717","1","2249","","812","812","812","","","","FIJMHGMP_05439","","","","",""
"group_13051","","hypothetical protein","1","1","1","1","9716","1","2248","","458","458","458","","","","FIJMHGMP_05440","","","","",""
"group_13052","","hypothetical protein","1","1","1","1","9715","1","2247","","911","911","911","","","","FIJMHGMP_05441","","","","",""
"group_13053","","hypothetical protein","1","1","1","1","9714","1","2246","","389","389","389","","","","FIJMHGMP_05442","","","","",""
"group_13054","ycf3_20","Photosystem I assembly protein Ycf3","1","1","1","1","9713","1","2245","","2471","2471","2471","","","","FIJMHGMP_05443","","","","",""
"group_13055","","hypothetical protein","1","1","1","1","9712","1","2244","","662","662","662","","","","FIJMHGMP_05444","","","","",""
"group_13056","","hypothetical protein","1","1","1","1","9711","1","2243","","944","944","944","","","","FIJMHGMP_05445","","","","",""
"group_13057","","hypothetical protein","1","1","1","1","9710","1","2242","","2285","2285","2285","","","","FIJMHGMP_05446","","","","",""
"group_13058","","hypothetical protein","1","1","1","1","9709","1","2241","","794","794","794","","","","FIJMHGMP_05447","","","","",""
"group_13059","","hypothetical protein","1","1","1","1","9708","1","2240","","353","353","353","","","","FIJMHGMP_05448","","","","",""
"group_13060","","hypothetical protein","1","1","1","1","9707","1","2239","","101","101","101","","","","FIJMHGMP_05449","","","","",""
"bepA_11","","Beta-barrel assembly-enhancing protease","1","1","1","1","9628","424","4","","7310","7310","7310","","","","FIJMHGMP_05454","","","","",""
"group_13062","","hypothetical protein","1","1","1","1","13819","1","63","","1829","1829","1829","","","","FIJMHGMP_05458","","","","",""
"group_13063","","hypothetical protein","1","1","1","1","13818","1","39","","275","275","275","","","","FIJMHGMP_05461","","","","",""
"group_13064","","hypothetical protein","1","1","1","1","13817","1","38","","2678","2678","2678","","","","FIJMHGMP_05462","","","","",""
"group_13065","","hypothetical protein","1","1","1","1","13816","1","37","","1253","1253","1253","","","","FIJMHGMP_05463","","","","",""
"group_13066","","hypothetical protein","1","1","1","1","6090","2323","3","","200","200","200","","","","FIJMHGMP_05467","","","","",""
"group_13067","","hypothetical protein","1","1","1","1","6091","2323","4","","356","356","356","","","","FIJMHGMP_05468","","","","",""
"group_13068","","hypothetical protein","1","1","1","1","6092","2323","5","","3734","3734","3734","","","","FIJMHGMP_05469","","","","",""
"group_13069","","hypothetical protein","1","1","1","1","6093","2323","6","","98","98","98","","","","FIJMHGMP_05470","","","","",""
"group_13070","rsgA_2","Small ribosomal subunit biogenesis GTPase RsgA","1","1","1","1","6094","2323","2","","1229","1229","1229","","","","FIJMHGMP_05471","","","","",""
"group_13071","","hypothetical protein","1","1","1","1","6095","2323","1","","260","260","260","","","","FIJMHGMP_05472","","","","",""
"group_13072","","hypothetical protein","1","1","1","1","8361","584","2","","170","170","170","","","","FIJMHGMP_05478","","","","",""
"group_13073","","hypothetical protein","1","1","1","1","8375","10","75","","176","176","176","","","","FIJMHGMP_05480","","","","",""
"group_13074","","hypothetical protein","1","1","1","1","8374","10","76","","2240","2240","2240","","","","FIJMHGMP_05481","","","","",""
"group_13075","","hypothetical protein","1","1","1","1","8373","10","77","","461","461","461","","","","FIJMHGMP_05482","","","","",""
"group_13076","","hypothetical protein","1","1","1","1","8364","10","70","","1022","1022","1022","","","","FIJMHGMP_05484","","","","",""
"group_13077","","hypothetical protein","1","1","1","1","8363","10","69","","1346","1346","1346","","","","FIJMHGMP_05486","","","","",""
"group_13078","","hypothetical protein","1","1","1","1","8387","314","3","","443","443","443","","","","FIJMHGMP_05488","","","","",""
"group_13079","rcsC_103","Sensor histidine kinase RcsC","1","1","1","1","8385","314","7","","4031","4031","4031","","","","FIJMHGMP_05490","","","","",""
"group_13080","","hypothetical protein","1","1","1","1","8384","314","8","","302","302","302","","","","FIJMHGMP_05491","","","","",""
"group_13081","","hypothetical protein","1","1","1","1","8383","314","9","","2447","2447","2447","","","","FIJMHGMP_05492","","","","",""
"group_13082","","hypothetical protein","1","1","1","1","12418","1","3239","","416","416","416","","","","FIJMHGMP_05493","","","","",""
"group_13083","","hypothetical protein","1","1","1","1","12419","1","3240","","257","257","257","","","","FIJMHGMP_05494","","","","",""
"group_13084","","hypothetical protein","1","1","1","1","12420","1","3241","","3539","3539","3539","","","","FIJMHGMP_05495","","","","",""
"group_13085","","hypothetical protein","1","1","1","1","12421","1","3242","","215","215","215","","","","FIJMHGMP_05496","","","","",""
"group_13086","","hypothetical protein","1","1","1","1","12417","1","3238","","560","560","560","","","","FIJMHGMP_05498","","","","",""
"group_13087","","hypothetical protein","1","1","1","1","12416","1","3237","","566","566","566","","","","FIJMHGMP_05499","","","","",""
"group_13088","","hypothetical protein","1","1","1","1","12415","1","3236","","512","512","512","","","","FIJMHGMP_05500","","","","",""
"group_13089","","hypothetical protein","1","1","1","1","12414","1","3235","","176","176","176","","","","FIJMHGMP_05501","","","","",""
"group_13090","","hypothetical protein","1","1","1","1","12413","1","3234","","374","374","374","","","","FIJMHGMP_05502","","","","",""
"group_13091","gcvT_2","Aminomethyltransferase","1","1","1","1","20017","2356","1","","1055","1055","1055","","","","FIJMHGMP_05503","","","","",""
"group_13092","","hypothetical protein","1","1","1","1","20018","2356","2","","377","377","377","","","","FIJMHGMP_05504","","","","",""
"group_13093","","hypothetical protein","1","1","1","1","19738","187","9","","476","476","476","","","","FIJMHGMP_05507","","","","",""
"group_13094","","hypothetical protein","1","1","1","1","10528","2319","1","","200","200","200","","","","FIJMHGMP_05511","","","","",""
"group_13095","","hypothetical protein","1","1","1","1","10529","2319","2","","149","149","149","","","","FIJMHGMP_05512","","","","",""
"group_13096","","hypothetical protein","1","1","1","1","10530","2319","3","","386","386","386","","","","FIJMHGMP_05513","","","","",""
"group_13097","","hypothetical protein","1","1","1","1","10531","2319","4","","383","383","383","","","","FIJMHGMP_05514","","","","",""
"group_13098","","hypothetical protein","1","1","1","1","10532","2319","5","","428","428","428","","","","FIJMHGMP_05515","","","","",""
"group_13099","","hypothetical protein","1","1","1","1","10533","2319","6","","821","821","821","","","","FIJMHGMP_05516","","","","",""
"group_131","","IS66 family transposase ISCysp4","1","1","1","1","8926","2305","6","","1451","1451","1451","","","","","","","","","CPEPOGAB_04451"
"group_13100","","hypothetical protein","1","1","1","1","10535","","","","263","263","263","","","","FIJMHGMP_05519","","","","",""
"group_13101","","hypothetical protein","1","1","1","1","8666","2395","2","","188","188","188","","","","FIJMHGMP_05520","","","","",""
"group_13102","fpgS","Folylpolyglutamate synthase","1","1","1","1","8667","2395","1","","1301","1301","1301","","","","FIJMHGMP_05521","","","","",""
"group_13103","","hypothetical protein","1","1","1","1","8668","","","","1577","1577","1577","","","","FIJMHGMP_05523","","","","",""
"group_13104","","hypothetical protein","1","1","1","25","2","2333","1","","380","380","380","","","","FIJMHGMP_05524","","","","",""
"xynZ_2","","Endo-1,4-beta-xylanase Z","1","1","1","25","3","2333","2","","944","944","944","","","","FIJMHGMP_05525","","","","",""
"group_13106","","hypothetical protein","1","1","1","25","4","2333","4","","590","590","590","","","","FIJMHGMP_05526","","","","",""
"group_13107","","hypothetical protein","1","1","1","25","1","2333","3","","779","779","779","","","","FIJMHGMP_05527","","","","",""
"group_13108","","hypothetical protein","1","1","1","24","4","2336","2","","680","680","680","","","","FIJMHGMP_05528","","","","",""
"group_13109","","hypothetical protein","1","1","1","24","3","2336","3","","251","251","251","","","","FIJMHGMP_05529","","","","",""
"group_13110","","hypothetical protein","1","1","1","24","2","2336","4","","248","248","248","","","","FIJMHGMP_05530","","","","",""
"group_13111","ycf3_21","Photosystem I assembly protein Ycf3","1","1","1","24","1","2336","1","","1526","1526","1526","","","","FIJMHGMP_05531","","","","",""
"group_13112","","hypothetical protein","1","1","1","33","1","2363","1","Investigate","197","197","197","","","","FIJMHGMP_05535","","","","",""
"group_13113","","hypothetical protein","1","1","1","30","1","2382","1","Investigate","125","125","125","","","","FIJMHGMP_05536","","","","",""
"group_13114","","hypothetical protein","1","1","1","30","2","2382","2","Investigate","281","281","281","","","","FIJMHGMP_05537","","","","",""
"group_13115","","ISL3 family transposase ISMae37","1","1","1","31","1","2376","1","Investigate","1157","1157","1157","","","","FIJMHGMP_05538","","","","",""
"group_13116","","hypothetical protein","1","1","1","27","1","2362","2","Investigate","581","581","581","","","","FIJMHGMP_05539","","","","",""
"group_13117","","hypothetical protein","1","1","1","27","2","2362","1","Investigate","590","590","590","","","","FIJMHGMP_05540","","","","",""
"group_13118","","hypothetical protein","1","1","1","34","1","2398","1","Investigate","1187","1187","1187","","","","FIJMHGMP_05541","","","","",""
"group_13119","","ISL3 family transposase ISMae36","1","1","1","32","1","2393","1","Investigate","1196","1196","1196","","","","FIJMHGMP_05542","","","","",""
"group_13120","","hypothetical protein","1","1","1","36","1","2353","1","Investigate","194","194","194","","","","FIJMHGMP_05543","","","","",""
"group_13121","","IS4 family transposase ISAcma44","1","1","1","26","1","2352","1","Investigate","1178","1178","1178","","","","FIJMHGMP_05544","","","","",""
"group_13122","","IS4 family transposase ISAtsp5","1","1","1","37","1","2358","1","Investigate","1196","1196","1196","","","","FIJMHGMP_05545","","","","",""
"group_13123","","IS630 family transposase ISMae25","1","1","1","29","1","2371","2","Investigate","620","620","620","","","","FIJMHGMP_05549","","","","",""
"group_13124","","hypothetical protein","1","1","1","29","2","2371","1","Investigate","515","515","515","","","","FIJMHGMP_05550","","","","",""
"group_13125","","IS1634 family transposase ISMhu4","1","1","1","28","1","2365","1","Investigate","1007","1007","1007","","","","FIJMHGMP_05552","","","","",""
"group_13126","","hypothetical protein","1","1","1","35","1","2404","1","Investigate","470","470","470","","","","FIJMHGMP_05553","","","","",""
"group_13130","","hypothetical protein","1","1","1","1","19713","138","6","","668","668","668","","","","","AMABMDDH_00013","","","",""
"group_13131","","hypothetical protein","1","1","1","1","19714","138","5","","836","836","836","","","","","AMABMDDH_00014","","","",""
"group_13132","","hypothetical protein","1","1","1","1","19715","138","4","","824","824","824","","","","","AMABMDDH_00015","","","",""
"group_13162","","hypothetical protein","1","1","1","1","19638","259","8","","116","116","116","","","","","AMABMDDH_00063","","","",""
"group_13163","","hypothetical protein","1","1","1","1","19636","259","10","","146","146","146","","","","","AMABMDDH_00065","","","",""
"group_13172","","hypothetical protein","1","1","1","1","20482","2309","2","","182","182","182","","","","","AMABMDDH_00087","","","",""
"group_13178","ftsQ","Cell division protein FtsQ","1","1","1","1","20522","1750","1","","899","899","899","","","","","AMABMDDH_00100","","","",""
"group_13208","","hypothetical protein","1","1","1","1","20646","243","4","","242","242","242","","","","","AMABMDDH_00154","","","",""
"group_13218","","hypothetical protein","1","1","1","1","20689","17","47","","272","272","272","","","","","AMABMDDH_00176","","","",""
